id;host_id;host_name;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;number_of_reviews_ltm
2760233;7844232;Maria;San Ferdinando;408.352;1.424.382;Private room;$57,00;2;54;5/10/2018;0.47;1;125;0
2779428;13986099;Ludovica;Stella;4.085.514;14.253;Entire home/apt;$47,00;1;98;28/01/2018;0.86;3;253;0
2806680;14356432;Mirko;San Giuseppe;4.084.328;1.425.181;Private room;$85,00;1;24;15/09/2022;0.22;1;224;1
2807573;11795059;Valentina;Montecalvario;4.084.871;1.423.745;Private room;$50,00;2;22;26/08/2023;0.2;1;328;5
2840194;460585;Vincenzo;Avvocata;4.085.823;1.424.167;Private room;$50,00;2;211;6/06/2023;1.93;1;96;5
2871940;14679009;Nunzia;San Lorenzo;408.554;1.427.068;Entire home/apt;$92,00;2;20;4/06/2023;0.18;1;290;4
2888313;9121887;Daniela;Stella;4.085.559;1.424.776;Private room;$66,00;2;221;11/09/2023;1.94;4;333;29
2888457;9121887;Daniela;Stella;40.855.079.650.878.900;14.247.096.061.706.500;Private room;$62,00;2;266;11/09/2023;2.33;4;331;36
2976420;9768546;Adriano & Rich;San Lorenzo;4.085.045;142.509;Private room;$280,00;1;38;3/06/2022;0.33;13;27;0
2995030;7425845;Annarita;Fuorigrotta;4.082.367;1.419.419;Entire home/apt;$45,00;1;184;2/09/2023;1.65;4;267;38
3008801;15333653;Angela;Arenella;4.084.979;1.423.002;Private room;$63,00;1;20;23/06/2023;0.88;1;362;11
3035583;9768546;Adriano & Rich;San Giuseppe;408.492;1.425.236;Private room;$325,00;1;36;8/03/2020;0.32;13;32;0
3039932;9768546;Adriano & Rich;San Lorenzo;4.085.093;1.425.312;Entire home/apt;$1.551,00;1;41;23/07/2018;0.37;13;362;0
3046724;15512791;Dafne;San Lorenzo;4.085.072;1.425.642;Entire home/apt;$72,00;2;204;4/09/2023;1.92;2;296;36
3047380;15512791;Dafne;San Lorenzo;4.085.084;1.425.628;Entire home/apt;$72,00;2;251;7/09/2023;2.22;2;277;35
3097866;12897284;Marco;Porto;4.084.133;1.425.302;Entire home/apt;$180,00;2;32;5/01/2019;0.29;3;349;0
3099701;12897284;Marco;Porto;4.084.266;1.425.259;Entire home/apt;$180,00;2;29;4/05/2022;0.27;3;349;0
3117755;6720275;Michele;Chiaia;4.083.955;142.362;Entire home/apt;$62,00;3;92;3/09/2023;0.85;1;232;36
3121999;7561266;Patrizia;San Lorenzo;4.085.816;1.426.463;Entire home/apt;$89,00;2;41;18/08/2023;0.69;1;359;16
3172868;1314734;Francesco;Montecalvario;4.084.551;1.424.594;Entire home/apt;$108,00;2;357;6/09/2023;3.21;1;290;57
3178414;14667914;Francesco;San Giuseppe;408.409;1.424.938;Entire home/apt;$110,00;2;8;11/10/2017;0.07;1;165;0
3211779;16271769;Valeria;Pendino;408.491;14.262;Private room;$80,00;3;106;5/09/2023;0.95;3;357;13
3216595;16289806;Carolina;San Lorenzo;4.084.988.021.850.580;142.529.935.836.792;Entire home/apt;$105,00;2;2;3/01/2022;0.1;1;103;0
3234480;12715655;Daniela E Valentina;San Giuseppe;408.451;1.425.128;Entire home/apt;$683,00;2;66;2/09/2023;0.63;5;330;31
3235431;16372803;Stefania;Pendino;408.491;1.425.736;Entire home/apt;$86,00;2;134;19/08/2023;1.22;6;354;19
3236026;16372803;Stefania;San Lorenzo;4.084.923;1.425.769;Entire home/apt;$250,00;1;65;9/07/2023;0.59;6;326;15
3237934;16271769;Valeria;Pendino;4.084.959;1.426.022;Private room;$80,00;4;107;18/07/2023;0.97;3;359;15
3242852;1266543;Luciana;Vomero;4.084.281;1.422.277;Entire home/apt;$127,00;2;14;15/05/2022;0.13;1;5;0
3249402;6922445;Giovanni;San Lorenzo;4.085.591;1.426.907;Private room;$61,00;1;323;1/09/2023;2.89;6;273;56
3263872;6922445;Giovanni;San Lorenzo;40.854.469.299.316.400;1.426.960.563.659.660;Private room;$58,00;1;634;28/08/2023;5.63;6;264;71
3280550;6922445;Giovanni;San Lorenzo;4.085.338;1.426.917;Entire home/apt;$61,00;1;641;31/08/2023;5.71;6;245;88
3284824;16602471;Alessandra;San Ferdinando;4.083.789;1.424.563;Entire home/apt;$120,00;2;34;10/11/2019;0.33;1;239;0
3304294;3787685;Annalisa;San Ferdinando;4.083.556;1.424.468;Entire home/apt;$70,00;2;95;5/04/2019;0.85;1;0;0
3322035;16772708;Francesco;Vicaria;4.085.495;1.427.203;Entire home/apt;$152,00;1;283;9/09/2023;2.56;3;341;31
3350161;16372803;Stefania;Pendino;408.491;1.425.736;Entire home/apt;$91,00;2;106;18/08/2023;0.95;6;350;13
3350414;16372803;Stefania;Pendino;408.491;1.425.736;Entire home/apt;$90,00;2;88;11/06/2023;0.89;6;348;11
3351965;16772708;Francesco;San Lorenzo;4.085.459;1.427.083;Private room;$113,00;1;1;19/07/2022;0.07;3;344;0
3373966;16271769;Valeria;Pendino;4.084.934;14.26;Entire home/apt;$250,00;4;22;31/07/2022;0.2;3;357;0
3375958;15754285;Totta;San Ferdinando;4.083.295;1.424.191;Private room;$75,00;2;4;4/08/2017;0.04;2;363;0
3376474;6502980;Nicola;Chiaia;4.083.576;142.426;Entire home/apt;$90,00;7;2;20/08/2022;0.02;1;362;0
3397522;289412;Davide;Mercato;4.085.054;1.426.944;Entire home/apt;$114,00;4;184;5/09/2023;1.66;8;155;24
3472620;171312898;Raffaele;Montecalvario;4.084.108;1.424.862;Entire home/apt;$171,00;1;77;1/09/2023;0.77;23;171;13
3473541;17497462;Pina;Pendino;4.084.758;1.426.024;Entire home/apt;$120,00;3;167;8/09/2023;1.5;12;317;29
3477482;17515325;Gabriella;Vomero;4.083.839;1.422.203;Private room;$121,00;3;32;2/01/2020;0.29;1;266;0
3495424;17585737;Paola + John;Chiaia;4.083.805;1.423.422;Entire home/apt;$79,00;5;113;20/07/2023;1.02;2;53;16
3504000;17641456;Roberto;Chiaia;4.083.799;1.423.223;Entire home/apt;$349,00;1;0;;;1;0;0
3511128;5739471;Manuela;Pendino;4.084.847;1.426.342;Entire home/apt;$90,00;3;159;12/09/2023;1.44;3;186;23
3514288;7424646;Federico;Montecalvario;4.084.659;1.424.409;Entire home/apt;$68,00;2;66;16/08/2023;2.61;2;102;28
3516889;666582;Patrizia;Avvocata;4.085.471;1.423.903;Private room;$92,00;2;49;7/08/2023;0.44;3;359;10
3566007;9768546;Adriano & Rich;San Lorenzo;4.085.065;142.514;Private room;$309,00;1;42;24/05/2023;0.38;13;40;2
3567151;7254825;Ciro;San Lorenzo;4.085.683;1.425.934;Entire home/apt;$60,00;2;38;19/04/2022;0.34;1;224;0
3579717;18030769;Claudia E Paola;San Lorenzo;4.085.318;1.426.124;Entire home/apt;$70,00;2;108;12/09/2023;1.08;1;306;33
3582699;18046613;Francesco;San Lorenzo;4.085.602;1.426.087;Entire home/apt;$136,00;1;327;12/09/2023;2.98;1;255;21
3587205;3561316;Marina;Montecalvario;4.084.752;1.424.804;Entire home/apt;$70,00;3;270;5/09/2023;2.46;2;151;48
3658272;18537117;Espedito;San Lorenzo;4.085.161;142.537;Entire home/apt;$170,00;3;119;10/09/2023;1.13;2;270;29
3728211;19047103;Luca;Stella;408.621;1.424.261;Private room;$79,00;2;12;5/05/2023;0.18;1;362;3
3781229;19399458;Gigliola;San Lorenzo;4.085.112;1.426.451;Entire home/apt;$150,00;2;228;3/09/2023;2.09;1;319;18
3785287;19426740;Agata;San Giuseppe;4.084.346;1.424.918;Private room;$40,00;2;74;2/09/2023;0.73;1;345;23
3786704;4137883;Jessica;Porto;4.084.137;1.425.426;Entire home/apt;$129,00;2;76;4/09/2023;0.69;3;276;44
3809029;19575240;Filippo;San Ferdinando;4.083.343;1.424.659;Entire home/apt;$69,00;1;54;10/04/2023;0.49;1;260;2
3837353;40964241;Roberto & Margherita;Vomero;4.084.012;1.422.546;Entire home/apt;$178,00;3;267;12/09/2023;2.6;11;127;41
3838112;9768546;Adriano & Rich;San Giuseppe;4.084.894;1.425.239;Private room;$328,00;1;37;13/07/2023;0.34;13;40;1
3857968;8541911;Ranieri & Piera;San Giuseppe;4.084.782;1.425.004;Private room;$53,00;2;142;26/08/2023;1.3;4;354;10
3894762;6190514;Emanuela;Zona Industriale;40.851.776;14.268.124;Private room;$228,00;1;0;;;2;64;0
3929901;19547129;Italo & Gino;San Lorenzo;4.085.199;1.426.353;Entire home/apt;$100,00;5;367;30/07/2023;3.33;5;126;13
3942031;171312898;Raffaele;Montecalvario;4.084.232;1.424.669;Entire home/apt;$190,00;1;52;11/08/2023;0.54;23;186;3
3942198;2133682;Eduardo;Porto;408.469;1.425.412;Entire home/apt;$65,00;1;120;27/02/2020;1.1;1;0;0
3955048;12500181;Mariateresa;Posillipo;4.080.232;1.420.309;Private room;$80,00;1;35;11/05/2023;0.34;3;357;1
4002652;3958960;Mariano;San Lorenzo;4.085.169;1.425.454;Entire home/apt;$65,00;6;167;17/08/2023;1.75;1;71;29
4018468;20835847;Adriano;San Carlo all'Arena;408.604;1.426.285;Hotel room;$110,00;4;48;20/09/2021;0.44;4;57;0
4029780;8228996;Antonio;Fuorigrotta;4.082.487;1.419.197;Entire home/apt;$370,00;1;76;15/10/2022;0.7;4;310;1
4045206;20974361;Francesca;Chiaia;4.083.722;1.424.275;Entire home/apt;$84,00;2;41;15/06/2023;0.38;2;355;10
4050276;20064324;Claudio;San Ferdinando;4.083.949;1.424.461;Entire home/apt;$116,00;2;151;9/09/2023;1.48;1;331;33
4055343;12382346;Brunella;San Giuseppe;4.084.124.868.168.100;14.248.692.022.429.000;Entire home/apt;$129,00;1;341;25/07/2023;3.14;1;39;12
4057052;4261376;Vittorio&Max;Avvocata;4.085.323;1.424.847;Private room;$5.000,00;2;70;30/09/2019;0.68;1;364;0
4062132;7425845;Annarita;Fuorigrotta;4.082.279;1.419.414;Private room;$80,00;1;6;8/09/2016;0.05;4;0;0
4095672;7425845;Annarita;Fuorigrotta;4.082.362;1.419.397;Entire home/apt;$45,00;1;24;17/08/2023;0.29;4;272;4
4108942;21318154;Giuditta;Pendino;4.084.504;142.596;Entire home/apt;$59,00;2;28;25/11/2019;0.51;1;2;0
4111463;8541911;Ranieri & Piera;San Giuseppe;4.084.824;1.425.015;Private room;$53,00;2;195;22/07/2023;1.8;4;337;16
4119636;20469577;Sara;Porto;4.084.519;1.425.603;Private room;$20,00;3;161;30/07/2023;1.48;1;227;12
4155582;3164746;Vincenzo;Pendino;4.084.922;1.425.839;Private room;$50,00;1000;233;31/12/2019;2.14;3;365;0
4163519;21608595;Rodolfo;San Lorenzo;4.085.306;1.425.296;Entire home/apt;$104,00;3;259;9/09/2023;2.38;2;141;52
4166946;16079420;Antonio;San Giuseppe;408.463;1.425.011;Entire home/apt;$56,00;2;315;27/08/2023;2.97;1;299;45
4176570;21670907;La Terra;Porto;40.843.292;14.253.635;Entire home/apt;$141,00;2;26;12/06/2023;0.24;1;163;2
4184151;16558068;Alessandra;San Ferdinando;4.083.239;142.473;Entire home/apt;$252,00;2;139;29/08/2023;1.29;10;190;13
4192030;21644417;Paola;Posillipo;4.081.413;1.420.823;Entire home/apt;$88,00;2;18;10/09/2023;1.38;2;187;15
4193996;21758956;Titti;Pendino;4.084.823;1.426.077;Private room;$100,00;1;12;22/07/2023;0.12;8;142;1
4194212;21758956;Titti;Pendino;4.084.778;1.426.133;Entire home/apt;$150,00;1;4;1/11/2022;0.06;8;138;1
4200225;21758956;Titti;Pendino;40.847.969;1.426.065;Entire home/apt;$400,00;1;118;9/07/2023;1.17;8;120;21
4200250;21758956;Titti;Pendino;40.847.832;14.260.426;Entire home/apt;$300,00;2;17;23/10/2022;0.17;8;188;2
4209825;13608369;Marcello;San Ferdinando;4.082.819;1.424.822;Entire home/apt;$163,00;3;184;27/08/2023;1.82;1;309;29
4213313;9125037;Francesca;San Lorenzo;408.521;1.425.512;Entire home/apt;$65,00;3;10;16/08/2023;0.18;4;312;2
4216008;21877714;Alessandra;San Giuseppe;40.845.369.753.389.600;14.254.145.300.919.400;Entire home/apt;$168,00;2;123;11/09/2023;1.14;1;327;46
4224183;9125037;Francesca;San Lorenzo;4.085.124;1.425.486;Entire home/apt;$70,00;2;12;8/08/2023;0.24;4;332;9
4262320;13370926;Sal;Montecalvario;4.084.524;1.424.663;Entire home/apt;$96,00;2;132;12/09/2023;1.24;2;98;25
4266464;22148037;Annamaria;Vomero;408.444;1.423.797;Private room;$150,00;2;81;8/09/2023;0.77;3;324;32
4284282;22241449;Ust;San Lorenzo;4.085.258;1.425.808;Private room;$80,00;1;8;16/05/2022;0.35;1;84;0
4315089;22401100;Angela - Residence Napoli Atelier;Stella;40.853.992;14.249.313;Entire home/apt;$75,00;3;18;19/09/2022;0.17;3;255;1
4320777;22401100;Angela - Residence Napoli Atelier;Stella;4.085.399;1.424.931;Entire home/apt;$80,00;3;2;27/03/2016;0.02;3;255;0
4321795;9533808;Elisa;Vomero;4.084.396;1.422.537;Entire home/apt;$82,00;1;100;12/09/2023;1.22;1;348;18
4340381;22148037;Annamaria;Vomero;4.084.266;1.423.684;Private room;$110,00;3;50;15/07/2023;0.49;3;338;21
4344955;21913106;Simona;Avvocata;4.085.201;1.423.509;Private room;$38,00;1;157;13/06/2023;1.54;2;18;6
4347950;8728204;Antonio;San Giuseppe;4.084.419;1.425.285;Entire home/apt;$87,00;7;207;5/09/2023;1.93;3;90;33
4350947;5741820;Daniele;Vomero;4.084.348;1.422.726;Entire home/apt;$96,00;60;134;6/01/2023;1.24;3;89;3
4352558;16372135;Fernando;Porto;4.084.031;1.425.521;Entire home/apt;$80,00;3;113;12/09/2022;1.05;2;120;0
4375998;22718629;Maria Chiara;Chiaia;4.083.314;1.422.555;Entire home/apt;$114,00;1;194;8/09/2023;1.87;1;350;30
4421923;22401100;Angela - Residence Napoli Atelier;Stella;40.853.996;14.249.403;Entire home/apt;$90,00;3;0;;;3;255;0
4430016;19573415;Vincenzo;Vomero;4.084.187;1.423.751;Private room;$1.000,00;2;30;19/04/2022;0.28;1;0;0
4433960;22107618;Simona;Bagnoli;4.081.852;141.666;Entire home/apt;$76,00;5;40;19/08/2023;0.39;2;286;10
4434678;556066;Maria;San Ferdinando;4.083.816;1.425.559;Entire home/apt;$95,00;7;1;15/05/2015;0.01;1;134;0
4436092;9425763;Andrea;Montecalvario;4.084.207;1.424.558;Private room;$27,00;2;241;29/07/2023;2.44;2;100;35
4449575;15784;Francesco;Stella;4.085.726;1.425.363;Entire home/apt;$150,00;3;107;18/08/2023;1;2;331;23
4507455;4146812;Claudia;Avvocata;4.084.915;1.424.312;Entire home/apt;$85,00;2;95;21/08/2023;0.9;2;326;7
4525529;22972368;Maria;San Ferdinando;4.083.535;1.424.609;Entire home/apt;$95,00;2;25;21/07/2023;0.24;21;332;6
4529334;23482588;Véronique;Vomero;4.084.137;1.422.579;Entire home/apt;$100,00;4;195;17/08/2023;1.85;1;172;31
4529960;1340676;Luca;Porto;4.084.137;1.425.644;Private room;$120,00;1;2;14/10/2018;0.03;11;54;0
4531094;1340676;Luca;Porto;4.083.932;1.425.614;Hotel room;$22,00;1;36;21/02/2020;0.34;11;1;0
4551425;23552927;Maria;Chiaia;4.083.747;1.424.024;Entire home/apt;$130,00;3;97;12/08/2023;0.95;1;104;10
4551581;71313946;Marisa;Avvocata;4.085.276;1.424.005;Private room;$98,00;3;7;1/05/2023;0.08;7;131;2
4557736;23627308;Paola;Chiaia;4.083.281;1.422.625;Entire home/apt;$99,00;3;187;9/09/2023;1.75;1;254;25
4571033;22873966;Patrizia;San Lorenzo;4.085.577;1.425.851;Entire home/apt;$330,00;5;14;6/06/2023;0.16;2;352;5
4573116;23704604;Guido;Arenella;4.085.098;1.423.073;Entire home/apt;$100,00;2;32;24/07/2023;0.31;2;334;6
4612168;23895566;Marco;Porto;4.084.808;1.425.565;Entire home/apt;$70,00;2;497;9/09/2023;4.67;1;220;74
4628784;17409223;Antonio;Pendino;4.084.609;142.617;Entire home/apt;$681,00;2;1;22/07/2022;0.07;1;365;0
4647232;24059147;Salvatore;San Lorenzo;4.085.136;1.425.525;Entire home/apt;$90,00;5;107;31/07/2023;1.05;1;311;13
4674195;451414236;Sandro;Avvocata;4.085.015;1.424.082;Entire home/apt;$43,00;2;295;18/08/2023;2.78;1;305;5
4677655;1324089;Tutù;Chiaia;4.083.929;1.424.022;Entire home/apt;$73,00;2;321;9/09/2023;3.01;1;139;35
4755156;2669973;Daniela;Avvocata;4.085.004;1.424.558;Entire home/apt;$42,00;3;295;26/07/2023;2.82;2;134;19
4808270;11022753;Sonia;Chiaia;4.083.618;142.439;Entire home/apt;$115,00;3;182;28/08/2023;1.72;1;134;27
4826470;24850130;Carlo;Arenella;4.085.287;1.422.706;Private room;$40,00;1;6;4/05/2016;0.06;1;0;0
4834744;24706494;Lucia E Gerardo;Porto;4.084.775;1.425.482;Entire home/apt;$84,00;3;182;1/08/2023;1.72;1;319;36
4838541;24902048;Serafina;San Ferdinando;4.083.911;1.424.784;Private room;$78,00;2;4;6/07/2018;0.04;2;107;0
4843767;24902048;Serafina;San Ferdinando;4.083.911;1.424.784;Private room;$58,00;2;14;20/09/2017;0.14;2;118;0
4864040;18039126;Vincenzo;San Ferdinando;4.083.681;1.424.933;Entire home/apt;$129,00;5;91;22/06/2023;0.88;1;49;10
4886910;9829640;Giorgio;San Ferdinando;4.083.322;142.495;Hotel room;$360,00;1;6;12/04/2022;0.06;16;338;0
4931069;25402046;Daniela;Pendino;4.084.945;1.426.004;Entire home/apt;$66,00;2;65;13/08/2023;0.63;1;225;21
4941319;25465773;Giorgio;Chiaia;40.834.946;14.239.122;Private room;$95,00;4;0;;;1;146;0
4963980;25589127;Stefania;Porto;4.084.228;1.425.253;Private room;$95,00;1;17;13/05/2023;0.17;1;0;3
5074787;3255696;Giancarlo;Chiaia;4.083.495;1.423.068;Entire home/apt;$50,00;1;14;3/09/2023;0.14;1;226;5
5080497;24280473;Martina;Avvocata;4.085.021;1.424.945;Entire home/apt;$53,00;2;43;23/08/2019;0.41;1;255;0
5097903;554863;Marina;Avvocata;4.085.227;142.451;Entire home/apt;$230,00;2;2;26/10/2016;0.02;3;344;0
5098035;26285393;Michela;San Ferdinando;408.385.449;142.450.219;Entire home/apt;$159,00;1;0;;;2;161;0
5111575;26411590;Mariapia;Pendino;4.084.785;1.426.354;Private room;$40,00;1;40;26/08/2023;0.8;2;319;30
5161290;8440544;Francesca;Pendino;4.085.149;1.426.063;Entire home/apt;$80,00;2;62;28/08/2023;0.98;1;352;22
5167919;554863;Marina;Avvocata;4.085.318;1.424.478;Private room;$170,00;2;1;17/08/2015;0.01;3;346;0
5168028;554863;Marina;Avvocata;4.085.154;1.424.449;Private room;$200,00;1;1;10/09/2015;0.01;3;354;0
5189228;26840862;Matteo&Teresa;San Lorenzo;4.085.297;1.425.857;Entire home/apt;$73,00;3;318;26/08/2023;3.06;1;274;51
5223998;8504224;Antonio;San Lorenzo;4.084.983;1.425.696;Entire home/apt;$60,00;30;16;30/12/2018;0.15;4;195;0
5305717;21145522;Fabio;Montecalvario;4.084.116;1.424.791;Entire home/apt;$94,00;3;31;11/08/2023;0.3;1;346;3
5351243;27168505;Antonella;San Lorenzo;408.533;1.426.187;Entire home/apt;$190,00;2;178;8/05/2023;1.73;1;261;9
5403607;28002038;Salvatore;San Lorenzo;4.085.239;1.426.154;Entire home/apt;$75,00;1;532;10/09/2023;5.2;3;290;65
5461219;28327954;Vincenzo;San Carlo all'Arena;4.086.462;1.425.895;Private room;$83,00;1;3;2/05/2022;0.08;3;111;0
5485324;28445497;Fabrizio;Montecalvario;4.084.802;1.424.946;Entire home/apt;$100,00;2;97;22/08/2023;1.01;3;284;39
5486053;23689915;Raffaele;Vicaria;4.085.473;1.427.212;Private room;$85,00;1;6;8/09/2022;0.07;7;74;0
5499034;28521248;Valentina;Pendino;4.085.125;1.426.089;Private room;$20,00;2;57;30/09/2022;0.65;5;11;5
5506924;28521248;Valentina;Pendino;4.085.095;1.426.132;Private room;$22,00;3;76;27/08/2023;0.74;5;71;5
5514011;28601977;Anna;San Ferdinando;4.083.883;1.424.421;Entire home/apt;$65,00;2;168;9/09/2023;1.85;2;290;38
5514599;28601977;Anna;San Carlo all'Arena;4.086.616;1.426.107;Entire home/apt;$60,00;2;106;2/09/2023;1.04;2;307;27
5541434;27050280;Niki;Vomero;4.084.754;1.423.216;Entire home/apt;$139,00;2;122;2/09/2023;1.19;2;89;24
5546249;7276414;Ileana;Stella;40.856.718;1.425.479;Private room;$81,00;2;148;31/07/2023;1.44;1;354;22
5577750;8504224;Antonio;Pendino;4.085.089;1.426.016;Entire home/apt;$60,00;30;9;23/09/2019;0.09;4;195;0
5616627;8504224;Antonio;San Lorenzo;4.085.158;1.425.507;Entire home/apt;$65,00;5;20;21/08/2021;0.2;4;260;0
5645714;22972368;Maria;Porto;4.084.337;1.425.671;Entire home/apt;$85,00;2;17;13/04/2019;0.17;21;155;0
5675971;29430083;Francesco;San Giuseppe;40.840.897;14.249.906;Entire home/apt;$129,00;1;40;5/08/2021;0.41;1;332;0
5706649;29585601;Francesco And Family;San Carlo all'Arena;4.087.053;1.427.209;Entire home/apt;$47,00;1;452;9/09/2023;4.4;2;26;53
5713444;29622072;Luca;Vomero;4.083.841;1.421.757;Entire home/apt;$180,00;2;80;20/08/2023;1.25;1;37;11
5715792;26411590;Mariapia;Pendino;4.084.789;1.426.388;Private room;$30,00;1;229;2/09/2023;2.29;2;324;56
5719351;28924065;Claudia;Chiaia;408.365;1.422.451;Entire home/apt;$65,00;2;2;27/10/2018;0.02;1;1;0
5782694;18347493;Massimo;San Ferdinando;4.083.479;1.424.578;Entire home/apt;$200,00;3;259;7/09/2023;2.52;1;266;34
5794035;30058660;Valerio;San Ferdinando;4.083.015;1.425.009;Entire home/apt;$170,00;2;43;5/06/2023;0.42;1;105;4
5799893;29859181;Simona;Chiaia;4.083.717.610.841.900;14.233.535.219.573.900;Entire home/apt;$120,00;2;4;17/09/2022;0.28;1;292;1
5822260;30218910;Paolo;Chiaia;4.084.027;1.423.973;Entire home/apt;$114,00;3;26;11/09/2023;1.87;1;338;21
5829521;28043721;Maria Rosaria;Fuorigrotta;4.083.036;1.420.856;Private room;$23,00;1;113;14/07/2023;1.13;1;282;29
5860187;30351127;Antonio;Montecalvario;408.441;1.424.758;Entire home/apt;$54,00;2;192;4/09/2023;1.93;1;318;45
5872277;289412;Davide;San Ferdinando;4.083.316;1.424.301;Entire home/apt;$117,00;4;147;9/08/2023;1.45;8;156;23
5879800;12635952;Dea;San Lorenzo;4.085.802;1.426.161;Entire home/apt;$137,00;2;104;23/06/2023;1.01;4;352;2
5912885;30708168;Alice;San Ferdinando;4.083.428;1.424.224;Private room;$142,00;1;3;23/09/2021;0.03;6;123;0
5913794;30700024;Isabella;San Ferdinando;4.083.523;1.424.717;Entire home/apt;$160,00;7;0;;;1;363;0
5928939;30783474;Rosario;San Ferdinando;408.333;1.424.955;Entire home/apt;$100,00;3;107;14/05/2019;1.05;2;0;0
5931507;30235746;Salvatore;San Giuseppe;4.084.784;1.425.051;Entire home/apt;$91,00;2;202;1/09/2023;2.57;2;247;30
5943578;30854714;Nunzia;Posillipo;4.080.215;1.419.736;Entire home/apt;$85,00;2;39;31/03/2023;0.39;1;272;3
5995765;30708168;Alice;San Ferdinando;4.083.469;1.424.344;Private room;$132,00;1;3;6/09/2021;0.03;6;119;0
5996045;30708168;Alice;San Ferdinando;4.083.408;1.424.269;Private room;$130,00;1;8;27/07/2023;0.08;6;113;1
5996292;30708168;Alice;Chiaia;4.083.597;1.424.332;Private room;$119,00;1;6;30/12/2019;0.06;6;104;0
6014418;31219873;Angelo;San Carlo all'Arena;4.086.514;1.426.316;Entire home/apt;$80,00;1;355;22/06/2023;3.64;1;73;4
6016500;31229866;Anna;San Ferdinando;4.083.658;1.424.932;Entire home/apt;$124,00;2;256;6/08/2023;2.51;1;4;22
6026264;14839376;Lucia;San Carlo all'Arena;4.087.087;1.428.096;Entire home/apt;$70,00;3;156;18/06/2023;1.52;1;77;9
6040847;131204232;Alessandro;San Lorenzo;4.085.265;1.425.997;Entire home/apt;$85,00;2;216;3/09/2023;2.14;2;301;60
6083176;31573153;Alessandro;San Ferdinando;4.083.821;1.425.041;Entire home/apt;$300,00;2;16;2/03/2020;0.16;1;312;0
6110163;31704753;Giampiero;San Carlo all'Arena;4.087.017;1.425.677;Entire home/apt;$69,00;3;393;11/09/2023;3.87;7;298;29
6113208;31717623;Marianna;San Carlo all'Arena;4.087.079;1.425.088;Private room;$44,00;2;20;3/10/2022;0.27;2;333;2
6137587;25118480;Teresa;Pendino;4.084.873;1.425.879;Entire home/apt;$169,00;3;123;6/09/2023;1.25;3;276;41
6174079;25118480;Teresa;Pendino;4.084.999;142.605;Entire home/apt;$137,00;3;49;17/08/2023;0.48;3;350;20
6190140;32106215;Marina;Chiaia;4.083.232;1.421.868;Entire home/apt;$100,00;3;44;7/08/2023;0.45;1;94;4
6229648;5050649;Stefano;San Lorenzo;4.085.135;1.426.236;Entire home/apt;$76,00;2;177;15/08/2022;1.95;2;0;0
6236959;17860172;Giorgia;Vomero;4.084.249;1.422.669;Entire home/apt;$65,00;2;128;21/05/2023;1.26;1;335;14
6240648;32393475;Salvatore;Stella;4.085.585;1.424.761;Entire home/apt;$119,00;1;274;11/09/2023;2.76;3;305;41
6243875;32415833;Arturo;Porto;4.084.388;1.425.621;Entire home/apt;$121,00;1;161;24/08/2023;1.77;3;310;30
6243905;32415833;Arturo;Porto;4.084.392;1.425.612;Entire home/apt;$201,00;1;271;27/08/2023;2.96;3;336;25
6271376;16558068;Alessandra;San Ferdinando;4.083.049;1.424.523;Entire home/apt;$421,00;3;93;31/08/2023;0.92;10;331;16
6281111;14480169;Gabriella;Posillipo;408.037;1.420.203;Entire home/apt;$200,00;3;12;19/08/2023;0.13;1;363;2
6289904;32700295;Grazia&Mauro;San Carlo all'Arena;4.086.418;1.425.366;Entire home/apt;$60,00;4;78;12/07/2023;0.86;1;72;7
6294042;32729446;Paola;San Lorenzo;4.085.183;1.425.708;Entire home/apt;$100,00;2;65;16/07/2023;0.65;1;317;11
6302342;1587194;Marco;San Carlo all'Arena;4.086.399;1.425.712;Entire home/apt;$99,00;1;0;;;3;361;0
6322763;32901633;Isa;San Ferdinando;4.083.798;1.424.502;Entire home/apt;$200,00;2;81;23/07/2023;0.82;1;347;6
6351479;33088593;Roberto;Porto;4.084.464;1.425.898;Entire home/apt;$81,00;2;292;26/08/2023;2.88;2;45;21
